Gone to Earth,"rose and gold. It was the happiest hour of Edward's life also; for she looked to him as flowers to warm heaven, as winter birds to a",fruited tree,". As he watched her opening parcel after parcel with frank innocence and little bird-like cries of rapture, he knew the intolerable sweetness of bestowing delight on the beloved",153436,153448,Flora
Gone to Earth,"lustrous beauty as the world does at a poet's heart. In the kitchen-garden also the hens took their ease, banqueting sparely beneath the straggling black boughs of a",red-currant,"grove. In the sandstone walls of this garden hornets built undisturbed, and the thyme and lavender borders had grown into forests and obliterated the path. The cattle",31983,31994,Flora
Gone to Earth,"one hand and threw a stone at her with the other. He hit her on the cheek.

'You wold beast!' she screamed.

'Gerroff",taters,"!' He continued to play.

She went, hand to cheek, and frowning, off the potato patch. But she did not stop dancing. Neither",116609,116615,Flora
Gone to Earth,"evenings. He almost touched genius. Hazel came out, leaving the floor half scrubbed, and began to dance on the potato flat.

'Dunna stomp the",taters,"to jeath, 'Azel!' said he.

'They binna up!' she replied, continuing to dance.

He never wasted words. He continued",116347,116353,Flora
Gone to Earth,"benediction. The day was hot and splendid, a day to make the leaves limp and crack the flower-beds. But it was cool in the shadow of the",mountain-ash,"that grew near the currants, and a breeze laden with wild thyme and moss fragrance played about the garden like an invisible child.

At eleven Martha appeared with",288427,288439,Flora
Gone to Earth,". There was a bowl of double primroses -- red, mauve and white -- on the window-sill, and a card 'with Edward's love.'",Flowers,"in a bedroom were something very new. To her, as to so many poor people, a bedroom was a stuffy place to crawl into at night and",157558,157565,Flora
Gone to Earth,"be like that.'

'Are all these apple-trees yours?' he asked to change the subject.

'No, they'm father's. But I get the",windfa'ls,and the bruised 'uns. I allus see' -- she smiled winningly -- 'as there's plenty of them. Foxy likes 'em. He,118403,118412,Flora
Gone to Earth,"the upward push of folded grass, and how the leaf feels in all its veins the cold rain; the ceremonial that passes yearly in the emerald temples of",bud,and calyx -- we have walked those temples; we are the sacrifice on those altars. And the future floats on the current of our blood like a,88207,88210,Flora
Gone to Earth,"and brown boles.

Only the crudeness of youth was here as yet, and not its triumph -- only the sharp calyx-point, the pricking tip of the",bud,", like spears, and not the paten of the leaf, the chalice of the flower.

For as yet spring had no flight, no song, but",710,713,Flora
Gone to Earth,". 'I wunna be his'n.'

To her, Reddin was a terror and a fascination. She returned to the prickly wreath, sewing on the variegated",holly-leaves,"one by one, with clusters of berries at intervals.

'What good'll it do 'im?' she asked; 'he canna see it.'",66783,66795,Flora
Gone to Earth,"our descendants, like songs in the night, long before our firstborn is begotten. We, in whom the pollen and the dust, sprouting grain and falling",berry,", the dark past and the dark future, cry and call -- we ask, Who is this Singer that sends his voice through the dark forest,",88532,88537,Flora
Gone to Earth,"a mansion. In the summer white lilies haunted it, standing out in the dusk with their demure cajolery, looking, as Hazel said, like ghosses.",Goldenrod,"foamed round the cottage, deeply embowering it, and lavender made a grey mist beside the red quarries of the path. Then Hazel sat like a queen in",15135,15144,Flora
Gone to Earth,"mun go. Foxy wants me to go.' She would not have believed that her third sign was no faery flower, but only a petal of blue",milk-wort,"-- little sister of the bracken -- loosened by her own nervous hands the night before.

Chapter 25

On Sunday evening, as usual, the little",296888,296897,Flora
Gone to Earth,"the hill she leaned forward, as if straining upwards out of some deep horror.

When their extraordinary turn-out drew up at the gate, Abel boisterously flourishing his",lilac,"-laden whip and shouting elaborate but incomprehensible witticisms, Edward came hastily from the house. His eyes rested on Hazel, and were so vivid, so brimful of tenderness",207752,207757,Flora
Gone to Earth,"out into the lively air, and saw the sun come lingeringly through aery meadows of pale green and primrose. He saw the ice slip from the bright pointed",lilac,"buds, and sheep browsing the frosty grass, and going to and fro in the unreserved way that animals have in the early hours before the restraint of human",111844,111849,Flora
Gone to Earth,purple-coroneted heads across its one chimney. Their scent bore down all other scents like a strong personality and there was no choice but to think the thoughts of the,lilac,". Two laburnums, forked and huge of trunk, fingered the roof with their lower branches and dripped gold on it. The upper branches sprang far into the",202046,202051,Flora
Gone to Earth,"cart appeared, coming up the hill with the peculiar lurching deportment of market carts. The pony had a bunch of marigolds on each ear, and there was",lilac,"on the whip. They packed the animals in -- the cat giving ventriloquial mews from her basket, the rabbit in its hutch, the bird in its",206421,206426,Flora
Gone to Earth,"wistful sadness. There are no scents so tearful, so grievous, as the scents of valley-lilies and narcissi clustered ghostly by the dark garden hedge, and white",lilac,", freighted with old dreams, and pansies, faintly reminiscent of mysterious lost ecstasy.

Edward felt these things and was oppressed. A great pity for Hazel and",215033,215038,Flora
Gone to Earth,".

She glanced at Edward through her lashes -- a look that always made him think of the pool above the parsonage, where lucent brown water shone through",rushes,". He saw the look, for he always glanced round as he read, having gathered from his book on elocution that this was correct. He smiled across",234112,234118,Flora
Gone to Earth,".

He was angry and enthralled with Hazel, and the two emotions together were intoxicating.

Hazel was a flower in a gale when she danced, a slim",poplar,"tremulous and swaying in the dawn, a young beech assenting to the wind's will.

Abel watched her with pride. She was turning out a credit to him",184607,184613,Flora
Gone to Earth,"Pool was full of leaf shadows like multitudinous lolling tongues, and the smell of the mud tainted the air -- half sickly, half sweet. The clipped",bushes,"and the twisted chimneys made inky shadows like steeples on the grass, and great trees of roses, beautiful in desolation, dripped with red and white and elbowed",31395,31401,Flora
Gone to Earth,"and mighty power of these exhalations of the soil. Nor did he see that Hazel was enchained by earth, prisoner to it only a little less than the",beech,"and the hyacinth -- bond-serf of the sod.

When Edward and Hazel burst into the parlour, like sunshine into an old garden, they were met by",102098,102103,Flora
Gone to Earth,"the two emotions together were intoxicating.

Hazel was a flower in a gale when she danced, a slim poplar tremulous and swaying in the dawn, a young",beech,"assenting to the wind's will.

Abel watched her with pride. She was turning out a credit to him, after all. It was astonishing.

'It's",184657,184662,Flora
Gone to Earth,"in parterres of roses, frailer and brighter than the rose of the briar, and melted beneath them into lagoons greener and paler than the veins of a young",beech-leaf,". The fairy hedges were so high, so flushed with beauty, the green airy waters ran so far back into mystery, that it seemed as if at",257713,257723,Flora
Gone to Earth,"!' she exclaimed, as a big silken cuckoo alighted on the mud with a gobble, drank with dignity, and took its vacillating flight to a far",ash-tree,". 'Foxy ought to see that,' she added.

Silver-crested peewits circled and cried with their melancholy cadences, and a tawny pheasant led out her young",258885,258893,Flora
Gone to Earth,"'I'd have you know,' said Vessons, 'as I take 'em off neater -- ah! a deal neater. Bees and cows and",yew-tree,"swans,' he went on reflectively, 'I can manage better than any married man. For what he puts into matrimony I put into my work.",343242,343250,Flora
Gone to Earth,"John Reddin, Esquire, of Undern.'

With tragic dignity he turned to go.

He saw neither Hazel nor Reddin, but only the swan, the",yew-tree,"swan, his creation, now doomed to be for ever unfinished. The generations to come would look upon a beakless swan, and would think he had meant",333989,333997,Flora
Gone to Earth,"pondering on its loneliness. Reddin did not return until after night-fall.

He spent the day in a curious manner for a man of his position, under a",yew-tree,", riven of trunk, gigantic, black, commanding Edward's house. He leant against the trunk that had seen so many generations, shadowed so many fox-earths,",223080,223088,Flora
Gone to Earth,"piece of bread and honey that made her dinner, and covering her face with lily pollen.

Now, there were no flowers in the garden; only the",yew-tree,by the gate that hung her waxen blossom along the undersides of the branches. Hazel hated the look of the frozen garden; she had an almost unnaturally intense,15465,15473,Flora
Gone to Earth,"went to the stables. He was nowhere to be found. Drawn by an irresistible curiosity, she rushed back to the front of the house. Under the",yew-tree,"she ran into Vessons.

'Sh!' he whispered. 'Say nought! I'll tell you what's a mortal good thing for a dog-fight -- pepper",366891,366899,Flora
Gone to Earth,"had both passed as brides, and down the green slope that led near the quarry to the woods. The swallows had gone. She came to Reddin's black",yew-tree,"at the fringe of the wood, and sat down there, where she could watch the front door. In spite of her bird-like quickness of ear, she",453946,453954,Flora
Gone to Earth,"heart of earth, full of innumerable agonies, and in that heart she dwelt, and ever would, singing from its gloom as a bird sings in a",yew-tree,. Her being was more full of echoes than the hearts of those that live further from the soil; and we are all as full of echoes as a,87324,87332,Flora
Gone to Earth,"shall perish.'

But the promising words were obliterated by night.

Next morning, and some time during every subsequent day, Hazel met
Reddin under the dark",yew-tree,".
'You're very fond of the woods, my dear,' said Mrs. Marston one morning. 'It must be very nice and pleasant there just",236096,236104,Flora
Gone to Earth,"over the listening pastures, and the sheep looked up in a contemplative, ancient way like old ladies at a concert with their knitting. Hazel had fastened two",foxgloves,"round her head in a wreath, and as she went their deep and darkly spotted bells shook above her, and she walked, like a jester in a",265883,265892,Flora
Gone to Earth,"-- a tiny figure in chaos.

When she came to the graveyard, havoc was there also. Several crosses had fallen, and were smashed; the",laburnum-tree,", rich with grey seed-vessels, lay prone, and in its fall it had carried half the tomb away with it, so that it yawned darkly, but",415515,415528,Flora
Gone to Earth,"What is it, little one?'

'These here!'

'The graves?'

'Ah. They'm so drodsome.'

Edward pointed to a",laburnum-tree,"which had rent a tomb, and now waved above it.

'See,' he said. 'Out of the grave and gate of death --",211222,211235,Flora
Gone to Earth,"; they should be all together in one part of the room.'

'Who'd that be?' Hazel inquired.

'1906, plums; 1908,",gooseberries,"; 1909, cherries, sugarless. The sugared ones are older.' Mrs. Marston spoke so personally that Hazel stared.

'It's mother's exhibits, Hazel",160039,160051,Flora
Gone to Earth,"were first bought. Their rich gilding, which completely covered them outside, was hardly worn at all, nor were the bright birds' feathers and raised pink",flowers,". It would be very pleasant, Mrs. Marston reflected wistfully, to use it again. There were all the bottled fruits, too, and lemon-curd and",135510,135517,Flora
Gone to Earth,"a regalia of flowers, eating the piece of bread and honey that made her dinner, and covering her face with lily pollen.

Now, there were no",flowers,in the garden; only the yew-tree by the gate that hung her waxen blossom along the undersides of the branches. Hazel hated the look of the frozen garden,15433,15440,Flora
Gone to Earth,"out its shining span of days, and still Vessons and Sally were waiting.

Chapter 32

Morning by morning Hazel watched the fuchsia bushes, set with small red",flowers,", purple-cupped, with crimson stamens, sway in beautiful abandon. The great black bees pulled at them like a calf at its mother. Their weight dragged the",390546,390553,Flora
Gone to Earth,"one! my little one!' he whispered. And he prayed that Hazel might have rosy and immortal happiness, guarded by strong angels along a path of",flowers,"all her life long, and at last running in through the celestial gates as a child runs home.

The spring wind, rainy and mournful, came groping",159082,159089,Flora
Gone to Earth,"she had shared in the peculiar beauty of home, the daily sacrament of love. Edward never forgot to kiss them both when he came in; brought them",flowers,"; was always carpentering at surprises for them. These last never turned out very well, his technical skill not keeping pace with his enthusiasm; but Hazel was",317330,317337,Flora
Gone to Earth,"began in its deep and golden voice a low soliloquy recollected as a saint's, rich as a lover's. Reddin stirred disconsolately, trampling the thin leaves and delicate",flowers,"of the sorrel.

At last the door opened, and Edward came out carrying a spade.

Hazel followed. They went round to the side of the house",224132,224139,Flora
Gone to Earth,"to herself. But when she ran into the night to comfort the little fox, she was living up to her faith as few do; when she gathered",flowers,"and lay in the sun, she was dwelling in a mystical atmosphere as vivid as that of the saints; when she recoiled from cruelty, she was trampling",12416,12423,Flora
Gone to Earth,"shadows began to tremble on Hazel's pinafore, which, with its faded blue and its many stains, was transmuted in the vivid light, and looked like the",flowers,"of virgin's pride.

'""The Ash Tree""!' said Abel, who always announced his tunes in this way, as singers do at a choir",117180,117187,Flora
Gone to Earth,"triumph, was flinging itself upon her, she was gone.

She was gone with Foxy into everlasting silence. She would suck no more honey from the rosy",flowers,", nor dance like a leaf in the wind. Abel would sit, these next nights, making a small coffin that would leave him plenty of beehive wood",461695,461702,Flora
Gone to Earth,"like spring musherooms. And I came to see the flowers, and hearken at the birds, and look the nesses.'

'You could have lots of",flowers,"and birds at Undern.'

'There's plenty at the Mountain.'

'Then why did you come here?'

'To be by my lonesome.",262934,262941,Flora
Gone to Earth,"the red roses and the masses of traveller's joy that frothed over it a deep sadness, as if they had blown and dropped long since and were but memoried",flowers,". The shadows of swallows came and went on the white western wall, and smoke stood up blue and straight from Vessons' kitchen fire. She watched the",384367,384374,Flora
Gone to Earth,"about. Roses appeared in the rooms; it was strange to him, who had never had a woman in his house, to find his bedroom scented with",flowers,". He liked to watch her doing her hair.

He always pretended to be asleep in the morning, so that she should get up first -- shyly",388170,388177,Flora
Gone to Earth,". Summer weather had returned for a fleeting interval. The wild bees were busy again revelling in the late flowers, but taking their pleasure sadly; for the",flowers,"were pale and rain-washed, and the scent and the honey were fled.

'Eh! I wish I could bring 'em all in afore the frosses,",434328,434335,Flora
Gone to Earth,"The moon, riding clear of cloud, flung the shadow of Edward's primroses on the bed -- a large round posy like a Christmas-pudding with outstanding leaves and",flowers,"clearly defined, all very black on the counterpane.

Undern seemed very far off.

'I like this better'n that old dark place, green dress or no",158390,158397,Flora
Gone to Earth,".

The narcissi on the window-sills eyed Hazel in a white silence, and their dewy golden eyes seemed akin to Foxy's and her own. The fragrance of spring",flowers,"filled the place with wistful sadness. There are no scents so tearful, so grievous, as the scents of valley-lilies and narcissi clustered ghostly by the dark garden",214843,214850,Flora
Gone to Earth,", all the while, missus, and the fingers in the tea-caddy the day long! It's Andrew this and Andrew that, and a terrible strong smell of",flowers,"-- enough for a burying.'

* * * * *

Vessons waited eagerly for his opportunity; but Reddin was afraid to leave Hazel alone, in",390191,390198,Flora
Gone to Earth,"on the chapel and parsonage, and a muted happiness. Summer weather had returned for a fleeting interval. The wild bees were busy again revelling in the late",flowers,", but taking their pleasure sadly; for the flowers were pale and rain-washed, and the scent and the honey were fled.

'Eh! I wish I",434278,434285,Flora
Gone to Earth,"preparations, being ready to help Mrs. Marston when she came down, still a good deal upset. Whenever she passed Hazel's room, or saw Edward take",flowers,"there, she said, 'Oh, my dear!' and shook her head sadly. For the kind of life that seemed to be mapped out by",192804,192811,Flora
Gone to Earth,"pride. Its ephemeral petals, pale and bee-haunted, fluttered like banners of some lost, forgotten cause. The garden was hazy with their demure, faintly scented",flowers,", and the voices of the bees came up in a soft roar triumphantly, as the voices of victors returning with hardwon spoil.

Abel had been putting some",115684,115691,Flora
Gone to Earth,short life there had not been many moments of such rose and gold. It was the happiest hour of Edward's life also; for she looked to him as,flowers,"to warm heaven, as winter birds to a fruited tree. As he watched her opening parcel after parcel with frank innocence and little bird-like cries of rapture,",153391,153398,Flora
Gone to Earth,",' he said, 'I'll give you a token till I can get you a ring.'
He picked a spray of the faint pink and blue",flowers,".
'What's its name?' he asked.

'Virgin's pride.'

Edward gave her a quick look. Then he realized that she was as innocent",121784,121791,Flora
Gone to Earth,"wasna. I came to pick the little musherooms as come wi' the warm rain, for there's none like spring musherooms. And I came to see the",flowers,", and hearken at the birds, and look the nesses.'

'You could have lots of flowers and birds at Undern.'

'There's plenty at",262850,262857,Flora
